Clave del Capitulo;Nombre capitulo;Partida Fracción;Nombre;Fecha Inicio de Vigencia;Fecha Fin de Vigencia;Estatus activo
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales";14;"Betunes y asfaltos naturales; pizarras y arenas bituminosas; asfaltitas y rocas asfálticas.";1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";14;Amoníaco anhidro o en disolución acuosa.;1/11/11;NULL;SI
29;Productos químicos orgánicos;14;Cetonas y quinonas, incluso con otras funciones oxigenadas, y sus derivados halogenados, sulfonados, nitrados o nitrosados.;1/11/11;NULL;SI
70;Vidrio y sus manufacturas;14;Vidrio para señalización y elementos de óptica de vidrio (excepto los de la partida 70.15), sin trabajar ópticamente.;1/11/11;NULL;SI
70;Vidrio y sus manufacturas;15;"Cristales para relojes y cristales análogos, cristales para gafas (anteojos), incluso correctores, abombados, curvados, ahuecados o similares, sin trabajar ópticamente; esferas huecas y sus segmentos (casquetes esféricos), de vidrio, para la fabricación d";1/11/11;NULL;SI
32;"Extractos curtientes o tintóreos; taninos y sus derivados; pigmentos y demás materias colorantes; pinturas y barnices; mástiques; tintas";15;Tintas de imprimir, tintas de escribir o de dibujar y demás tintas, incluso concentradas o sólidas.;1/11/11;NULL;SI
72;Fundición, hierro y acero;15;Las demás barras de hierro o acero sin alear.;1/11/11;NULL;SI
73;Manufacturas de fundición, hierro o acero;15;Cadenas y sus partes, de fundición, hierro o acero.;1/11/11;NULL;SI
74;Cobre y sus manufacturas;15;"Puntas, clavos, chinchetas (chinches), grapas apuntadas y artículos similares, de cobre, o con espiga de hierro o acero y cabeza de cobre; tornillos, pernos, tuercas, escarpias roscadas, remaches, pasadores, clavijas, chavetas y arandelas (incluidas las a";1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";15;Máquinas y aparatos para acondicionamiento de aire que comprendan un ventilador con motor y los dispositivos adecuados para modificar la temperatura y la humedad, aunque no regulen separadamente el grado higrométrico.;1/11/11;NULL;SI
96;Manufacturas diversas;15;"Peines, peinetas, pasadores y artículos similares; horquillas; rizadores, bigudíes y artículos similares para el peinado, excepto los de la partida 85.16, y sus partes.";1/11/11;NULL;SI
76;Aluminio y sus manufacturas;15;"Artículos de uso doméstico, higiene o tocador, y sus partes, de aluminio; esponjas, estropajos, guantes y artículos similares para fregar, lustrar o usos análogos, de aluminio.";1/11/11;NULL;SI
82;"Herramientas y útiles, artículos de cuchillería y cubiertos de mesa, de metal común; partes de estos artículos, de metal común";15;Cucharas, tenedores, cucharones, espumaderas, palas para tarta, cuchillos para pescado o mantequilla, pinzas para azúcar y artículos similares.;1/11/11;NULL;SI
61;Prendas y complementos (accesorios), de vestir, de punto;15;Calzas, panty-medias, leotardos, medias, calcetines y demás artículos de calcetería, incluso de compresión progresiva (por ejemplo, medias para várices), de punto.;1/11/11;NULL;SI
62;Prendas y complementos (accesorios), de vestir, excepto los de punto;15;Corbatas y lazos similares.;1/11/11;NULL;SI
68;Manufacturas de piedra, yeso fraguable, cemento, amianto (asbesto), mica o materias análogas;15;Manufacturas de piedra o demás materias minerales (incluidas las fibras de carbono y sus manufacturas y las manufacturas de turba), no expresadas ni comprendidas en otra parte.;1/11/11;NULL;SI
55;Fibras sintéticas o artificiales discontinuas;15;Los demás tejidos de fibras sintéticas discontinuas.;1/11/11;NULL;SI
87;"Vehículos automóviles, tractores, velocípedos y demás vehículos terrestres; sus partes y accesorios";15;Coches, sillas y vehículos similares para transporte de niños, y sus partes.;1/11/11;NULL;SI
90;"Instrumentos y aparatos de óptica, fotografía o cinematografía, de medida, control o precisión; instrumentos y aparatos medicoquirúrgicos; partes y accesorios de estos instrumentos o aparatos";15;"Instrumentos y aparatos de geodesia, topografía, agrimensura, nivelación, fotogrametría, hidrografía, oceanografía, hidrología, meteorología o geofísica, excepto las brújulas; telémetros.";1/11/11;NULL;SI
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";15;"Máquinas y aparatos para soldar (aunque puedan cortar), eléctricos (incluidos los de gas calentado eléctricamente), de láser u otros haces de luz o de fotones, ultrasonido, haces de electrones, impulsos magnéticos o chorro de plasma; máquinas y aparatos e";1/11/11;NULL;SI
48;"Papel y cartón; manufacturas de pasta de celulosa, de papel o cartón";15;S/N;1/11/11;NULL;SI
39;Plástico y sus manufacturas;15;Desechos, desperdicios y recortes, de plástico.;1/11/11;NULL;SI
40;Caucho y sus manufacturas;15;Prendas de vestir, guantes, mitones y manoplas y demás complementos (accesorios), de vestir, para cualquier uso, de caucho vulcanizado sin endurecer.;1/11/11;NULL;SI
15;"Grasas y aceites animales o vegetales; productos de su desdoblamiento; grasas alimenticias elaboradas; ceras de origen animal o vegetal";15;Las demás grasas y aceites vegetales fijos (incluido el aceite de jojoba), y sus fracciones, incluso refinados, pero sin modificar químicamente.;1/11/11;NULL;SI
38;Productos diversos de las industrias químicas;15;Iniciadores y aceleradores de reacción y preparaciones catalíticas, no expresados ni comprendidos en otra parte.;1/11/11;NULL;SI
41;Pieles (excepto la peletería) y cueros;15;"Cuero regenerado a base de cuero o fibras de cuero, en placas, hojas o tiras, incluso enrolladas; recortes y demás desperdicios de cuero o piel, preparados, o de cuero regenerado, no utilizables para la fabricación de manufacturas de cuero; aserrín, polvo";1/11/11;NULL;SI
44;Madera, carbón vegetal y manufacturas de madera;15;"Cajones, cajas, jaulas, tambores y envases similares, de madera; carretes para cables, de madera; paletas, paletas caja y demás plataformas para carga, de madera; collarines para paletas, de madera.";1/11/11;NULL;SI
25;"Sal; azufre; tierras y piedras; yesos, cales y cementos";15;"Mármol, travertinos, ""ecaussines"" y demás piedras calizas de talla o de construcción de densidad aparente superior o igual a 2.5, y alabastro, incluso desbastados o simplemente troceados, por aserrado o de otro modo, en bloques o en placas cuadradas o rec";1/11/11;NULL;SI
26;Minerales metalíferos, escorias y cenizas;15;Minerales de niobio, tantalio, vanadio o circonio, y sus concentrados.;1/11/11;NULL;SI
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales";15;"Mezclas bituminosas a base de asfalto o de betún naturales, de betún de petróleo, de alquitrán mineral o de brea de alquitrán mineral (por ejemplo: mástiques bituminosos, ""cut backs"").";1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";15;"Hidróxido de sodio (sosa o soda cáustica); hidróxido de potasio (potasa cáustica); peróxidos de sodio o de potasio.";1/11/11;NULL;SI
29;Productos químicos orgánicos;15;"Ácidos monocarboxílicos acíclicos saturados y sus anhídridos, halogenuros, peróxidos y peroxiácidos; sus derivados halogenados, sulfonados, nitrados o nitrosados.";1/11/11;NULL;SI
71;"Perlas naturales o cultivadas, piedras preciosas o semipreciosas, metales preciosos, chapados de metal precioso (plaqué) y manufacturas de estas materias; bisutería; monedas";15;Las demás manufacturas de metal precioso o de chapado de metal precioso (plaqué).;1/11/11;NULL;SI
70;Vidrio y sus manufacturas;16;"Adoquines, baldosas, ladrillos, placas, tejas y demás artículos, de vidrio prensado o moldeado, incluso armado, para la construcción; cubos, dados y demás artículos similares, de vidrio, incluso con soporte, para mosaicos o decoraciones similares; vidrier";1/11/11;NULL;SI
29;Productos químicos orgánicos;16;"Ácidos monocarboxílicos acíclicos no saturados y ácidos monocarboxílicos cíclicos, sus anhídridos, halogenuros, peróxidos y peroxiácidos; sus derivados halogenados, sulfonados, nitrados o nitrosados.";1/11/11;NULL;SI
72;Fundición, hierro y acero;16;Perfiles de hierro o acero sin alear.;1/11/11;NULL;SI
73;Manufacturas de fundición, hierro o acero;16;Anclas, rezones y sus partes, de fundición, hierro o acero.;1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";16;"Quemadores para la alimentación de hogares, de combustibles líquidos o sólidos pulverizados o de gases; alimentadores mecánicos de hogares, parrillas mecánicas, descargadores mecánicos de cenizas y demás dispositivos mecánicos auxiliares empleados en hoga";1/11/11;NULL;SI
96;Manufacturas diversas;16;"Pulverizadores de tocador, sus monturas y cabezas de monturas; borlas y similares para aplicación de polvos, otros cosméticos o productos de tocador.";1/11/11;NULL;SI
76;Aluminio y sus manufacturas;16;Las demás manufacturas de aluminio.;1/11/11;NULL;SI
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";16;"Calentadores eléctricos de agua de calentamiento instantáneo o acumulación y calentadores eléctricos de inmersión; aparatos eléctricos para calefacción de espacios o suelos; aparatos electrotérmicos para el cuidado del cabello (por ejemplo: secadores, riz";1/11/11;NULL;SI
61;Prendas y complementos (accesorios), de vestir, de punto;16;Guantes, mitones y manoplas, de punto.;1/11/11;NULL;SI
62;Prendas y complementos (accesorios), de vestir, excepto los de punto;16;Guantes, mitones y manoplas.;1/11/11;NULL;SI
48;"Papel y cartón; manufacturas de pasta de celulosa, de papel o cartón";16;"Papel carbón (carbónico), papel autocopia y demás papeles para copiar o transferir (excepto los de la partida 48.09), clisés de mimeógrafo (""stencils"") completos y planchas ""offset"", de papel, incluso acondicionados en cajas.";1/11/11;NULL;SI
55;Fibras sintéticas o artificiales discontinuas;16;Tejidos de fibras artificiales discontinuas.;1/11/11;NULL;SI
87;"Vehículos automóviles, tractores, velocípedos y demás vehículos terrestres; sus partes y accesorios";16;"Remolques y semirremolques para cualquier vehículo; los demás vehículos no automóviles; sus partes.";1/11/11;NULL;SI
90;"Instrumentos y aparatos de óptica, fotografía o cinematografía, de medida, control o precisión; instrumentos y aparatos medicoquirúrgicos; partes y accesorios de estos instrumentos o aparatos";16;Balanzas sensibles a un peso inferior o igual a 5 cg, incluso con pesas.;1/11/11;NULL;SI
74;Cobre y sus manufacturas;16;S/N;1/11/11;NULL;SI
39;Plástico y sus manufacturas;16;Monofilamentos cuya mayor dimensión del corte transversal sea superior a 1 mm, barras, varillas y perfiles, incluso trabajados en la superficie pero sin otra labor, de plástico.;1/11/11;NULL;SI
40;Caucho y sus manufacturas;16;Las demás manufacturas de caucho vulcanizado sin endurecer.;1/11/11;NULL;SI
48;"Papel y cartón; manufacturas de pasta de celulosa, de papel o cartón";21;Etiquetas de todas clases, de papel o cartón, incluso impresas.;1/11/11;NULL;SI
15;"Grasas y aceites animales o vegetales; productos de su desdoblamiento; grasas alimenticias elaboradas; ceras de origen animal o vegetal";16;Grasas y aceites, animales o vegetales, y sus fracciones, parcial o totalmente hidrogenados, interesterificados, reesterificados o elaidinizados, incluso refinados, pero sin preparar de otro modo.;1/11/11;NULL;SI
38;Productos diversos de las industrias químicas;16;Cementos, morteros, hormigones y preparaciones similares, refractarios, excepto los productos de la partida 38.01.;1/11/11;NULL;SI
44;Madera, carbón vegetal y manufacturas de madera;16;Barriles, cubas, tinas y demás manufacturas de tonelería y sus partes, de madera, incluidas las duelas.;1/11/11;NULL;SI
25;"Sal; azufre; tierras y piedras; yesos, cales y cementos";16;Granito, pórfido, basalto, arenisca y demás piedras de talla o de construcción, incluso desbastados o simplemente troceados, por aserrado o de otro modo, en bloques o en placas cuadradas o rectangulares.;1/11/11;NULL;SI
26;Minerales metalíferos, escorias y cenizas;16;Minerales de los metales preciosos y sus concentrados.;1/11/11;NULL;SI
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales";16;Energía eléctrica.;1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";16;"Hidróxido y peróxido de magnesio; óxidos, hidróxidos y peróxidos, de estroncio o de bario.";1/11/11;NULL;SI
71;"Perlas naturales o cultivadas, piedras preciosas o semipreciosas, metales preciosos, chapados de metal precioso (plaqué) y manufacturas de estas materias; bisutería; monedas";16;Manufacturas de perlas naturales o cultivadas, de piedras preciosas o semipreciosas (naturales, sintéticas o reconstituidas).;1/11/11;NULL;SI
70;Vidrio y sus manufacturas;17;Artículos de vidrio para laboratorio, higiene o farmacia, incluso graduados o calibrados.;1/11/11;NULL;SI
29;Productos químicos orgánicos;17;"Ácidos policarboxílicos, sus anhídridos, halogenuros, peróxidos y peroxiácidos; sus derivados halogenados, sulfonados, nitrados o nitrosados.";1/11/11;NULL;SI
