Clave del capitulo;Partida Fracción;Clave Subpartida Fracción;Nombre;Fecha Inicio de Vigencia;Fecha Fin de Vigencia;Estatus activo
03;05;44;Tilapias (Oreochromis spp.), bagre o pez gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), anguilas ;1/7/12;NULL;SI
29;05;44;D-glucitol (sorbitol).;1/11/11;NULL;SI
62;04;44;De fibras artificiales.;1/11/11;NULL;SI
29;21;45;"1-Naftilamina (alfa-naftilamina), 2-naftilamina (beta-naftilamina), y sus derivados; sales de estos productos.";1/11/11;NULL;SI
03;04;45;De pez espada (Xiphias gladius).;1/7/12;NULL;SI
03;02;45;Jureles (Trachurus spp.).;1/7/12;NULL;SI
02;07;45;Los demás, congelados.;1/7/12;NULL;SI
54;02;45;Los demás, de nailon o demás poliamidas.;1/11/11;NULL;SI
52;06;45;De título inferior a 125 decitex por hilo sencillo (superior al número métrico 80 por hilo sencillo).;1/11/11;NULL;SI
03;03;45;Atunes del Atlántico o del Pacífico, de aleta azul (Thunnus thynnus, Thunnus orientalis).;1/11/11;NULL;SI
29;05;45;Glicerol.;1/11/11;NULL;SI
29;03;45;Los demás derivados perhalogenados únicamente con flúor y cloro.;1/11/11;30/6/12;SI
52;05;46;De título inferior a 125 decitex pero superior o igual a 106.38 decitex, por hilo sencillo (superior al número métrico 80 pero inferior o igual al número métrico 94, por hilo sencillo).;1/11/11;NULL;SI
03;04;46;De austromerluza antártica y austromerluza negra (merluza negra, bacalao de profundidad, nototenia negra) (Dissostichus spp.).;1/7/12;NULL;SI
03;03;46;Atunes del sur (Thunnus maccoyii).;1/11/11;NULL;SI
54;02;46;Los demás, de poliésteres parcialmente orientados.;1/11/11;NULL;SI
29;21;46;"Anfetamina (DCI), benzfetamina (DCI), dexanfetamina (DCI), etilanfetamina (DCI), fencanfamina (DCI), fentermina (DCI), lefetamina (DCI), levanfetamina (DCI) y mefenorex (DCI); sales de estos productos.";1/11/11;NULL;SI
29;03;46;Bromoclorodifluorometano, bromotrifluorometano y dibromotetrafluoroetanos.;1/11/11;30/6/12;SI
03;02;46;Cobias (Rachycentron canadum).;1/7/12;NULL;SI
29;03;47;Los demás derivados perhalogenados.;1/11/11;30/6/12;SI
52;05;47;De título inferior a 106.38 decitex pero superior o igual a 83.33 decitex, por hilo sencillo (superior al número métrico 94 pero inferior o igual al número métrico 120, por hilo sencillo).;1/11/11;NULL;SI
54;02;47;Los demás, de poliésteres.;1/11/11;NULL;SI
03;02;47;Pez espada (Xiphias gladius).;1/7/12;NULL;SI
52;05;48;De título inferior a 83.33 decitex por hilo sencillo (superior al número métrico 120 por hilo sencillo).;1/11/11;NULL;SI
54;02;48;Los demás, de polipropileno.;1/11/11;NULL;SI
73;14;49;Las demás.;1/11/11;NULL;SI
41;04;49;Los demás.;1/11/11;NULL;SI
39;20;49;Las demás.;1/11/11;NULL;SI
40;02;49;Los demás.;1/11/11;NULL;SI
85;28;49;Los demás.;1/11/11;NULL;SI
90;31;49;Los demás.;1/11/11;NULL;SI
90;10;49;S/N;1/11/11;NULL;SI
95;03;49;S/N;1/11/11;NULL;SI
52;09;49;Los demás tejidos.;1/11/11;NULL;SI
84;48;49;Los demás.;1/11/11;NULL;SI
85;36;49;Los demás.;1/11/11;NULL;SI
85;39;49;Los demás.;1/11/11;NULL;SI
84;62;49;Las demás.;1/11/11;NULL;SI
63;06;49;S/N;1/11/11;NULL;SI
25;17;49;Los demás.;1/11/11;NULL;SI
57;02;49;De las demás materias textiles.;1/11/11;NULL;SI
16;02;49;Las demás, incluidas las mezclas.;1/11/11;NULL;SI
52;10;49;Los demás tejidos.;1/11/11;NULL;SI
52;11;49;Los demás tejidos.;1/11/11;NULL;SI
54;02;49;Los demás.;1/11/11;NULL;SI
54;03;49;Los demás.;1/11/11;NULL;SI
84;71;49;Las demás presentadas en forma de sistemas.;1/11/11;NULL;SI
20;09;49;Los demás.;1/11/11;NULL;SI
23;06;49;Los demás.;1/11/11;NULL;SI
55;13;49;Los demás tejidos.;1/11/11;NULL;SI
55;14;49;Los demás tejidos.;1/11/11;NULL;SI
56;07;49;Los demás.;1/11/11;NULL;SI
85;23;49;Los demás.;1/7/12;NULL;SI
01;06;49;Los demás.;1/7/12;NULL;SI
03;04;49;Los demás.;1/7/12;NULL;SI
70;13;49;Los demás.;1/11/11;NULL;SI
71;10;49;Los demás.;1/11/11;NULL;SI
38;25;49;Los demás.;1/11/11;NULL;SI
72;02;49;Los demás.;1/11/11;NULL;SI
72;04;49;Los demás.;1/11/11;NULL;SI
72;10;49;Los demás.;1/11/11;NULL;SI
73;04;49;Los demás.;1/11/11;NULL;SI
29;21;49;Los demás.;1/11/11;NULL;SI
62;04;49;De las demás materias textiles.;1/11/11;NULL;SI
62;11;49;De las demás materias textiles.;1/11/11;NULL;SI
32;06;49;Las demás.;1/11/11;NULL;SI
28;27;49;Los demás.;1/11/11;NULL;SI
33;07;49;Las demás.;1/11/11;NULL;SI
84;80;49;Los demás.;1/11/11;NULL;SI
29;03;49;Los demás.;1/11/11;30/6/12;SI
29;05;49;Los demás.;1/11/11;NULL;SI
29;09;49;Los demás.;1/11/11;NULL;SI
61;03;49;De las demás materias textiles.;1/11/11;NULL;SI
61;04;49;De las demás materias textiles.;1/11/11;NULL;SI
61;12;49;De las demás materias textiles.;1/11/11;NULL;SI
29;12;49;Los demás.;1/11/11;NULL;SI
85;44;49;Los demás.;1/11/11;NULL;SI
62;03;49;De las demás materias textiles.;1/11/11;NULL;SI
29;22;49;Los demás.;1/11/11;NULL;SI
29;33;49;Los demás.;1/11/11;NULL;SI
29;39;49;Las demás.;1/11/11;NULL;SI
48;04;49;Los demás.;1/11/11;NULL;SI
48;11;49;Los demás.;1/11/11;NULL;SI
84;30;49;Las demás.;1/11/11;NULL;SI
84;31;49;Las demás.;1/11/11;NULL;SI
90;18;49;Los demás.;1/11/11;NULL;SI
84;25;49;Los demás.;1/11/11;NULL;SI
83;02;49;Los demás.;1/11/11;NULL;SI
52;08;49;Los demás tejidos.;1/11/11;NULL;SI
03;03;49;Los demás.;1/11/11;NULL;SI
03;05;49;Los demás.;1/11/11;NULL;SI
03;07;49;Los demás.;1/11/11;NULL;SI
84;26;49;Los demás.;1/11/11;NULL;SI
02;06;49;Los demás.;1/11/11;NULL;SI
44;03;49;Las demás.;1/11/11;NULL;SI
56;07;50;De las demás fibras sintéticas.;1/11/11;NULL;SI
85;07;50;De níquel-hidruro metálico.;1/7/12;NULL;SI
90;08;50;Proyectores, ampliadoras o reductoras.;1/7/12;NULL;SI
95;04;50;Consolas y máquinas de videojuegos, excepto las de la subpartida 9504.30.;1/7/12;NULL;SI
04;01;50;Con un contenido de materias grasas superior al 10% en peso.;1/7/12;NULL;SI
07;14;50;Yautía (malanga) (Xanthosoma spp.).;1/7/12;NULL;SI
10;08;50;Quinua o quinoa (Chenopodium quinoa).;1/7/12;NULL;SI
84;51;50;Máquinas para enrollar, desenrollar, plegar, cortar o dentar telas.;1/11/11;NULL;SI
84;61;50;Máquinas de aserrar o trocear.;1/11/11;NULL;SI
85;36;50;Los demás interruptores, seccionadores y conmutadores.;1/11/11;NULL;SI
85;40;50;Tubos para visualizar datos gráficos en blanco y negro o demás monocromos.;1/11/11;30/6/12;SI
94;03;50;Muebles de madera de los tipos utilizados en dormitorios.;1/11/11;NULL;SI
17;02;50;Fructosa químicamente pura.;1/11/11;NULL;SI
28;04;50;"Boro; telurio.";1/11/11;NULL;SI
28;36;50;Carbonato de calcio.;1/11/11;NULL;SI
28;41;50;"Los demás cromatos y dicromatos; peroxocromatos.";1/11/11;NULL;SI
03;03;50;S/N;1/11/11;NULL;SI
09;10;50;S/N;1/11/11;NULL;SI
68;12;50;S/N;1/11/11;NULL;SI
15;15;50;Aceite de sésamo (ajonjolí) y sus fracciones.;1/11/11;NULL;SI
27;07;50;Las demás mezclas de hidrocarburos aromáticos que destilen, incluidas las pérdidas, una proporción superior o igual al 65% en volumen a 250°C, según la norma ASTM D 86.;1/11/11;NULL;SI
57;02;50;Los demás, sin aterciopelar ni confeccionar.;1/11/11;NULL;SI
94;05;50;Aparatos de alumbrado no eléctricos.;1/11/11;NULL;SI
16;02;50;De la especie bovina.;1/11/11;NULL;SI
84;70;50;Cajas registradoras.;1/11/11;NULL;SI
84;71;50;Unidades de proceso, excepto las de las subpartidas 8471.41 u 8471.49, aunque incluyan en la misma envoltura uno o dos de los tipos siguientes de unidades: unidad de memoria, unidad de entrada y unidad de salida.;1/11/11;NULL;SI
84;73;50;Partes y accesorios que puedan utilizarse indistintamente con máquinas o aparatos de varias de las partidas 84.69 a 84.72.;1/11/11;NULL;SI
84;79;50;Robotes industriales, no expresados ni comprendidos en otra parte.;1/11/11;NULL;SI
84;80;50;Moldes para vidrio.;1/11/11;NULL;SI
84;82;50;Rodamientos de rodillos cilíndricos.;1/11/11;NULL;SI
84;83;50;Volantes y poleas, incluidos los motones.;1/11/11;NULL;SI
96;03;50;Los demás cepillos que constituyan partes de máquinas, aparatos o vehículos.;1/11/11;NULL;SI
96;08;50;Juegos de artículos pertenecientes, por lo menos, a dos de las subpartidas anteriores.;1/11/11;NULL;SI
20;09;50;Jugo de tomate.;1/11/11;NULL;SI
22;08;50;Gin y ginebra.;1/11/11;NULL;SI
23;02;50;De leguminosas.;1/11/11;NULL;SI
25;08;50;Andalucita, cianita y silimanita.;1/11/11;NULL;SI
82;07;50;Útiles de taladrar.;1/11/11;NULL;SI
84;19;50;Intercambiadores de calor.;1/11/11;NULL;SI
90;01;50;Lentes de otras materias para gafas (anteojos).;1/11/11;NULL;SI
90;10;50;"Los demás aparatos y material para laboratorios fotográficos o cinematográficos; negatoscopios.";1/11/11;NULL;SI
07;13;50;Habas (Vicia faba var. major), haba caballar (Vicia faba var. equina) y haba menor (Vicia faba var. minor).;1/11/11;NULL;SI
08;02;50;Pistachos.;1/11/11;30/6/12;SI
08;05;50;Limones (Citrus limon, Citrus limonum) y limas (Citrus aurantifolia, Citrus latifolia).;1/11/11;NULL;SI
08;10;50;Kiwis.;1/11/11;NULL;SI
08;13;50;Mezclas de frutas u otros frutos, secos, o de frutos de cáscara de este Capítulo.;1/11/11;NULL;SI
72;25;50;Los demás, simplemente laminados en frío.;1/11/11;NULL;SI
73;06;50;Los demás, soldados, de sección circular, de los demás aceros aleados.;1/11/11;NULL;SI
73;14;50;Chapas y tiras, extendidas (desplegadas).;1/11/11;NULL;SI
39;09;50;Poliuretanos.;1/11/11;NULL;SI
39;23;50;Tapones, tapas, cápsulas y demás dispositivos de cierre.;1/11/11;NULL;SI
02;04;50;Carne de animales de la especie caprina.;1/11/11;NULL;SI
02;08;50;De reptiles (incluidas las serpientes y tortugas de mar).;1/11/11;NULL;SI
03;02;50;Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus), excepto los hígados, huevas y lechas.;1/11/11;30/6/12;SI
40;11;50;De los tipos utilizados en bicicletas.;1/11/11;NULL;SI
41;01;50;Cueros y pieles enteros, de peso unitario superior a 16 kg.;1/11/11;NULL;SI
82;01;50;Tijeras de podar (incluidas las de trinchar aves) para usar con una sola mano.;1/11/11;NULL;SI
85;18;50;Equipos eléctricos para amplificación de sonido.;1/11/11;NULL;SI
85;19;50;Contestadores telefónicos.;1/11/11;NULL;SI
85;25;50;Aparatos emisores.;1/11/11;NULL;SI
85;16;50;Hornos de microondas.;1/11/11;NULL;SI
84;28;50;S/N;1/11/11;NULL;SI
85;17;50;S/N;1/11/11;NULL;SI
94;01;50;S/N;1/11/11;NULL;SI
95;03;50;S/N;1/11/11;NULL;SI
85;04;50;Las demás bobinas de reactancia (autoinducción).;1/11/11;NULL;SI
85;06;50;De litio.;1/11/11;NULL;SI
85;11;50;Los demás generadores.;1/11/11;NULL;SI
87;08;50;"Ejes con diferencial, incluso provistos con otros órganos de transmisión y ejes portadores; sus partes.";1/11/11;NULL;SI
87;11;50;Con motor de émbolo (pistón) alternativo de cilindrada superior a 800 cm3.;1/11/11;NULL;SI
20;08;50;Chabacanos (damascos, albaricoques).;1/11/11;NULL;SI
29;30;50;Captafol (ISO) y metamidofos (ISO).;1/11/11;NULL;SI
29;41;50;"Eritromicina y sus derivados; sales de estos productos.";1/11/11;NULL;SI
30;04;50;Los demás medicamentos que contengan vitaminas u otros productos de la partida 29.36.;1/11/11;NULL;SI
48;05;50;Papel y cartón fieltro, papel y cartón lana.;1/11/11;NULL;SI
48;18;50;Prendas y complementos (accesorios), de vestir.;1/11/11;NULL;SI
48;19;50;Los demás envases, incluidas las fundas para discos.;1/11/11;NULL;SI
84;30;50;Las demás máquinas y aparatos, autopropulsados.;1/11/11;NULL;SI
84;38;50;Máquinas y aparatos para la preparación de carne.;1/11/11;NULL;SI
84;42;50;"Clisés, planchas, cilindros y demás elementos impresores; piedras litográficas, planchas, placas y cilindros, preparados para la impresión (por ejemplo: aplanados, graneados, pulidos).";1/11/11;NULL;SI
90;18;50;Los demás instrumentos y aparatos de oftalmología.;1/11/11;NULL;SI
90;21;50;Estimuladores cardíacos, excepto sus partes y accesorios.;1/11/11;NULL;SI
84;18;50;Los demás muebles (armarios, arcones (cofres), vitrinas, mostradores y similares) para la conservación y exposición de los productos, que incorporen un equipo para refrigerar o congelar.;1/11/11;NULL;SI
90;27;50;Los demás instrumentos y aparatos que utilicen radiaciones ópticas (UV, visibles, IR).;1/11/11;NULL;SI
09;09;50;"Semillas de hinojo; bayas de enebro.";1/11/11;30/6/12;SI
12;07;50;Semilla de mostaza.;1/11/11;NULL;SI
44;18;50;"Tablillas para cubierta de tejados o fachadas (""shingles"" y ""shakes"").";1/11/11;NULL;SI
83;01;50;Cierres y monturas cierre, con cerradura incorporada.;1/11/11;NULL;SI
83;02;50;Colgadores, perchas, soportes y artículos similares.;1/11/11;NULL;SI
48;20;50;Álbumes para muestras o para colecciones.;1/11/11;NULL;SI
84;13;50;Las demás bombas volumétricas alternativas.;1/11/11;NULL;SI
38;24;50;Morteros y hormigones, no refractarios.;1/11/11;NULL;SI
38;25;50;Desechos de soluciones decapantes, fluidos hidráulicos, líquidos para frenos y líquidos anticongelantes.;1/11/11;NULL;SI
39;04;50;Polímeros de cloruro de vinilideno.;1/11/11;NULL;SI
39;07;50;Resinas alcídicas.;1/11/11;NULL;SI
08;04;50;Guayabas, mangos y mangostanes.;1/11/11;NULL;SI
72;10;50;Revestidos de óxidos de cromo o de cromo y óxidos de cromo.;1/11/11;NULL;SI
72;16;50;Los demás perfiles, simplemente laminados o extrudidos en caliente.;1/11/11;NULL;SI
38;08;50;Productos mencionados en la Nota 1 de subpartida de este Capítulo.;1/11/11;NULL;SI
72;01;50;"Fundición en bruto aleada; fundición especular.";1/11/11;NULL;SI
72;02;50;Ferro-sílico-cromo.;1/11/11;NULL;SI
72;04;50;Lingotes de chatarra.;1/11/11;NULL;SI
72;12;50;Revestidos de otro modo.;1/11/11;NULL;SI
72;15;50;Las demás, simplemente obtenidas o acabadas en frío.;1/11/11;NULL;SI
72;28;50;Las demás barras, simplemente obtenidas o acabadas en frío.;1/11/11;NULL;SI
29;22;50;Amino-alcoholes-fenoles, aminoácidos-fenoles y demás compuestos aminados con funciones oxigenadas.;1/11/11;NULL;SI
62;10;50;Las demás prendas de vestir para mujeres o niñas.;1/11/11;NULL;SI
29;37;50;Prostaglandinas, tromboxanos y leucotrienos, sus derivados y análogos estructurales.;1/11/11;NULL;SI
28;25;50;Óxidos e hidróxidos de cobre.;1/11/11;NULL;SI
30;06;50;Botiquines equipados para primeros auxilios.;1/11/11;NULL;SI
31;02;50;Nitrato de sodio.;1/11/11;NULL;SI
32;06;50;Productos inorgánicos de los tipos utilizados como luminóforos.;1/11/11;NULL;SI
28;44;50;Elementos combustibles (cartuchos) agotados (irradiados) de reactores nucleares.;1/11/11;NULL;SI
29;02;50;Estireno.;1/11/11;NULL;SI
29;09;50;Éteres-fenoles, éteres-alcoholes-fenoles, y sus derivados halogenados, sulfonados, nitrados o nitrosados.;1/11/11;NULL;SI
23;06;50;De coco o de copra.;1/11/11;NULL;SI
29;12;50;Polímeros cíclicos de los aldehídos.;1/11/11;NULL;SI
29;14;50;Cetonas-fenoles y cetonas con otras funciones oxigenadas.;1/11/11;NULL;SI
29;15;50;Ácido propiónico, sus sales y sus ésteres.;1/11/11;NULL;SI
85;41;50;Los demás dispositivos semiconductores.;1/11/11;NULL;SI
02;07;51;Sin trocear, frescos o refrigerados.;1/7/12;NULL;SI
29;05;51;Etclorvinol (DCI).;1/11/11;NULL;SI
03;04;51;De tilapias (Oreochromis spp.), bagre o pez gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), anguil;1/7/12;NULL;SI
08;02;51;Con cáscara.;1/7/12;NULL;SI
16;05;51;Ostras.;1/7/12;NULL;SI
52;09;51;De ligamento tafetán.;1/11/11;NULL;SI
84;48;51;Platinas, agujas y demás artículos que participen en la formación de mallas.;1/11/11;NULL;SI
84;59;51;De control numérico.;1/11/11;NULL;SI
94;01;51;De bambú o ratán (roten).;1/11/11;NULL;SI
28;27;51;Bromuros de sodio o potasio.;1/11/11;NULL;SI
57;02;51;S/N;1/11/11;NULL;SI
95;06;51;Raquetas de tenis, incluso sin cordaje.;1/11/11;NULL;SI
52;10;51;De ligamento tafetán.;1/11/11;NULL;SI
52;11;51;De ligamento tafetán.;1/11/11;NULL;SI
54;07;51;Crudos o blanqueados.;1/11/11;NULL;SI
84;77;51;De moldear o recauchutar neumáticos (llantas neumáticas) o moldear o formar cámaras para neumáticos.;1/11/11;NULL;SI
48;11;51;Blanqueados, de peso superior a 150 g/m².;1/11/11;NULL;SI
90;06;51;Con visor de reflexión a través del objetivo, para películas en rollo de anchura inferior o igual a 35 mm.;1/11/11;NULL;SI
07;09;51;Hongos del género Agaricus.;1/11/11;NULL;SI
73;04;51;Estirados o laminados en frío.;1/11/11;NULL;SI
39;20;51;De poli(metacrilato de metilo).;1/11/11;NULL;SI
81;12;51;"En bruto; polvo.";1/11/11;NULL;SI
82;05;51;De uso doméstico.;1/11/11;NULL;SI
85;23;51;Dispositivos de almacenamiento permanente de datos a base de semiconductores.;1/11/11;NULL;SI
85;28;51;De los tipos utilizados exclusiva o principalmente en un sistema automático para tratamiento o procesamiento de datos de la partida 84.71.;1/11/11;NULL;SI
84;43;51;S/N;1/11/11;NULL;SI
85;24;51;S/N;1/11/11;NULL;SI
85;44;51;S/N;1/11/11;NULL;SI
85;01;51;De potencia de salida inferior o igual a 750 W.;1/11/11;NULL;SI
20;05;51;Desvainados.;1/11/11;NULL;SI
64;03;51;Que cubran el tobillo.;1/11/11;NULL;SI
29;21;51;"o-, m- y p-Fenilendiamina, diaminotoluenos, y sus derivados; sales de estos productos.";1/11/11;NULL;SI
48;04;51;Crudos.;1/11/11;NULL;SI
84;29;51;Cargadoras y palas cargadoras de carga frontal.;1/11/11;NULL;SI
84;33;51;Cosechadoras-trilladoras.;1/11/11;NULL;SI
52;08;51;De ligamento tafetán, de peso inferior o igual a 100 g/m².;1/11/11;NULL;SI
84;14;51;Ventiladores de mesa, pie, pared, cielo raso, techo o ventana, con motor eléctrico incorporado de potencia inferior o igual a 125 W.;1/11/11;NULL;SI
07;11;51;Hongos del género Agaricus.;1/11/11;NULL;SI
03;03;51;Arenques (Clupea harengus, Clupea pallasii).;1/11/11;NULL;SI
03;05;51;Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus).;1/11/11;NULL;SI
03;07;51;Vivos, frescos o refrigerados.;1/11/11;NULL;SI
54;02;51;De nailon o demás poliamidas.;1/11/11;NULL;SI
70;19;51;De anchura inferior o igual a 30 cm.;1/11/11;NULL;SI
37;02;51;De anchura inferior o igual a 16 mm y longitud inferior o igual a 14 m.;1/11/11;30/6/12;SI
72;08;51;De espesor superior a 10 mm.;1/11/11;NULL;SI
62;04;51;De lana o pelo fino.;1/11/11;NULL;SI
63;02;51;De algodón.;1/11/11;NULL;SI
29;39;51;Fenetilina (DCI) y sus sales.;1/11/11;NULL;SI
31;05;51;Que contengan nitratos y fosfatos.;1/11/11;NULL;SI
40;02;51;Látex.;1/11/11;NULL;SI
55;09;51;Mezclados exclusiva o principalmente con fibras artificiales discontinuas.;1/11/11;NULL;SI
29;03;51;1,2,3,4,5,6-Hexaclorociclohexano (HCH (ISO)), incluido el lindano (ISO, DCI).;1/11/11;30/6/12;SI
61;04;51;De lana o pelo fino.;1/11/11;NULL;SI
03;02;51;Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus).;1/7/12;NULL;SI
02;07;52;Sin trocear, congelados.;1/7/12;NULL;SI
61;04;52;De algodón.;1/11/11;NULL;SI
03;04;52;De salmónidos.;1/7/12;NULL;SI
08;02;52;Sin cáscara.;1/7/12;NULL;SI
16;05;52;Vieiras.;1/7/12;NULL;SI
52;09;52;De ligamento sarga, incluido el cruzado, de curso inferior o igual a 4.;1/11/11;NULL;SI
07;09;52;S/N;1/11/11;NULL;SI
52;10;52;S/N;1/11/11;NULL;SI
57;02;52;S/N;1/11/11;NULL;SI
63;02;52;S/N;1/11/11;NULL;SI
52;11;52;De ligamento sarga, incluido el cruzado, de curso inferior o igual a 4.;1/11/11;NULL;SI
54;02;52;De poliésteres.;1/11/11;NULL;SI
55;09;52;Mezclados exclusiva o principalmente con lana o pelo fino.;1/11/11;NULL;SI
90;06;52;Las demás, para películas en rollo de anchura inferior a 35 mm.;1/11/11;NULL;SI
81;12;52;Desperdicios y desechos.;1/11/11;NULL;SI
85;23;52;"Tarjetas inteligentes (""smart cards"").";1/11/11;NULL;SI
85;24;52;S/N;1/11/11;NULL;SI
85;01;52;De potencia de salida superior a 750 W pero inferior o igual a 75 kW.;1/11/11;NULL;SI
52;08;52;De ligamento tafetán, de peso superior a 100 g/m² .;1/11/11;NULL;SI
29;33;52;Malonilurea (ácido barbitúrico) y sus sales.;1/11/11;NULL;SI
48;04;52;Blanqueados uniformemente en la masa y con un contenido de fibras de madera obtenidas por procedimiento químico superior al 95% en peso del contenido total de fibra.;1/11/11;NULL;SI
84;29;52;Máquinas cuya superestructura pueda girar 360°.;1/11/11;NULL;SI
84;33;52;Las demás máquinas y aparatos de trillar.;1/11/11;NULL;SI
03;03;52;Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus).;1/11/11;30/6/12;SI
54;07;52;Teñidos.;1/11/11;NULL;SI
70;19;52;De anchura superior a 30 cm, de ligamento tafetán, con peso inferior a 250 g/m², de filamentos de título inferior o igual a 136 tex por hilo sencillo.;1/11/11;NULL;SI
72;08;52;De espesor superior o igual a 4.75 mm pero inferior o igual a 10 mm.;1/11/11;NULL;SI
37;02;52;De anchura inferior o igual a 16 mm.;1/11/11;NULL;SI
62;04;52;De algodón.;1/11/11;NULL;SI
29;03;52;Aldrina (ISO), clordano (ISO) y heptacloro (ISO).;1/11/11;30/6/12;SI
03;02;52;Eglefinos (Melanogrammus aeglefinus).;1/7/12;NULL;SI
